"id","ville","date_mesure","Annee","MoisMesure","Temperature_maximale°","Temperature_minimale°","Vitesse_de_vent_km_h","Temperatur_de_vent°","Precipitation_mm","Humidite_en_pourcentage","Visibilite_km","Couverture_nuageuse_en_pourcentage","indice_chaleur","Point_rosee_°C","Pression_hPa","lever_soleil","coucher_soleil"
"4243","oran","2020-08-13","2020","08","31","24","15","24","0","61","10","10","32","17","1015","06:20:00","19:54:00"
"4244","oran","2020-08-14","2020","08","31","25","15","25","1","65","10","10","32","18","1015","06:21:00","19:53:00"
"4245","oran","2020-08-15","2020","08","31","25","21","25","1","58","9.875","17","31","18","1014","06:21:00","19:52:00"
"4246","oran","2020-08-16","2020","08","30","23","24","23","0","51","10","10","30","14","1014","06:22:00","19:51:00"
"4247","oran","2020-08-17","2020","08","31","23","19","23","0","45","10","4","31","15","1015","06:23:00","19:49:00"
"4248","oran","2020-08-18","2020","08","33","25","15","25","0","52","10","6","32","15","1015","06:24:00","19:48:00"
"4249","oran","2020-08-19","2020","08","32","24","14","24","0","74","10","25","34","19","1012","06:25:00","19:47:00"
"4250","oran","2020-08-20","2020","08","32","23","13","23","0","90","10","23","34","21","1010","06:25:00","19:46:00"
"4251","oran","2020-08-21","2020","08","33","24","13","24","0","85","10","15","33","21","1016","06:26:00","19:44:00"
"4252","oran","2020-08-22","2020","08","35","25","14","25","0","52","10","19","35","18","1018","06:27:00","19:43:00"
"4253","oran","2020-08-23","2020","08","33","25","17","25","0","58","10","1","34","22","1018","06:28:00","19:42:00"
"4254","oran","2020-08-24","2020","08","31","23","14","23","0","91","10","13","34","23","1016","06:28:00","19:41:00"
"4255","oran","2020-08-25","2020","08","33","23","14","23","0","89","10","2","36","23","1015","06:29:00","19:39:00"
"4256","oran","2020-08-26","2020","08","33","24","13","24","0","90","10","1","37","23","1017","06:30:00","19:38:00"
"4257","oran","2020-08-27","2020","08","34","25","13","25","0","87","10","3","36","23","1018","06:31:00","19:37:00"
"4258","oran","2020-08-28","2020","08","33","26","30","26","0","62","10","1","33","18","1013","06:32:00","19:35:00"
"4259","oran","2020-08-29","2020","08","30","24","31","24","0","53","10","5","30","15","1007","06:32:00","19:34:00"
"4260","oran","2020-08-30","2020","08","28","22","26","22","1","60","9.875","54","29","19","1012","06:33:00","19:32:00"
"4261","oran","2020-08-31","2020","08","29","22","27","22","0","80","10","8","28","19","1017","06:34:00","19:31:00"
"4262","oran","2020-09-01","2020","09","28","23","21","23","0","63","10","18","29","16","1014","06:35:00","19:30:00"
"4263","oran","2020-09-02","2020","09","28","21","25","21","0","83","10","19","28","18","1016","06:35:00","19:28:00"
"4264","oran","2020-09-03","2020","09","29","22","27","22","0","77","10","0","29","17","1021","06:36:00","19:27:00"
"4265","oran","2020-09-04","2020","09","30","22","26","22","0","73","10","0","31","18","1021","06:37:00","19:25:00"
"4266","oran","2020-09-05","2020","09","28","21","20","21","0","86","10","21","29","19","1020","06:38:00","19:24:00"
"4267","oran","2020-09-06","2020","09","28","21","20","21","1","87","10","24","29","19","1017","06:38:00","19:23:00"
"4268","oran","2020-09-07","2020","09","28","20","18","20","0","88","10","8","29","21","1017","06:39:00","19:21:00"
"4269","oran","2020-09-08","2020","09","27","22","27","22","0","87","10","25","28","19","1020","06:40:00","19:20:00"
"4270","oran","2020-09-09","2020","09","27","21","24","21","1","81","9.875","28","27","17","1020","06:41:00","19:18:00"
"4271","oran","2020-09-10","2020","09","29","21","18","21","0","83","10","3","29","19","1019","06:41:00","19:17:00"
"4272","oran","2020-09-11","2020","09","31","23","21","23","0","66","10","5","31","16","1015","06:42:00","19:15:00"
"4273","oran","2020-09-12","2020","09","32","23","30","23","0","45","10","13","31","14","1017","06:43:00","19:14:00"
"4274","oran","2020-09-13","2020","09","30","22","29","22","1","64","10","27","30","18","1020","06:44:00","19:12:00"
"4275","oran","2020-09-14","2020","09","30","22","15","22","1","84","10","27","31","20","1020","06:45:00","19:11:00"
"4276","oran","2020-09-15","2020","09","29","23","15","23","0","83","10","5","30","21","1020","06:45:00","19:09:00"
"4277","oran","2020-09-16","2020","09","29","22","14","22","1","90","9.875","32","31","21","1019","06:46:00","19:08:00"
"4278","oran","2020-09-17","2020","09","32","23","13","23","3","89","9.75","46","32","21","1017","06:47:00","19:06:00"
"4279","oran","2020-09-18","2020","09","32","23","17","23","4","65","9.625","69","33","18","1016","06:48:00","19:05:00"
"4280","oran","2020-09-19","2020","09","26","22","18","22","1","82","10","25","27","19","1018","06:48:00","19:03:00"
"4281","oran","2020-09-20","2020","09","27","22","15","22","0","71","10","24","27","17","1019","06:49:00","19:02:00"
"4282","oran","2020-09-21","2020","09","28","21","13","21","0","63","10","23","28","15","1017","06:50:00","19:00:00"
"4283","oran","2020-09-22","2020","09","29","22","13","22","0","63","10","7","28","15","1016","06:51:00","18:59:00"
"4284","oran","2020-09-23","2020","09","30","23","18","23","0","43","10","26","29","14","1016","06:51:00","18:57:00"
"4285","oran","2020-09-24","2020","09","31","23","15","23","0","50","10","26","31","13","1017","06:52:00","18:56:00"
"4286","oran","2020-09-25","2020","09","30","25","35","25","0","43","10","8","30","18","1018","06:53:00","18:54:00"
"4287","oran","2020-09-26","2020","09","25","23","16","23","0","72","10","4","26","18","1019","06:54:00","18:53:00"
"4288","oran","2020-09-27","2020","09","25","19","24","19","0","61","10","9","26","14","1015","06:55:00","18:51:00"
"4289","oran","2020-09-28","2020","09","29","19","20","19","0","72","10","2","28","14","1016","06:55:00","18:50:00"
"4290","oran","2020-09-29","2020","09","28","21","17","21","0","52","10","11","28","18","1016","06:56:00","18:49:00"
"4291","oran","2020-09-30","2020","09","26","20","14","20","0","89","10","43","27","19","1015","06:57:00","18:47:00"
"4292","oran","2020-10-01","2020","10","27","20","28","20","0","84","10","23","27","18","1014","06:58:00","18:46:00"
"4293","oran","2020-10-02","2020","10","23","20","46","20","1","71","10","28","25","16","1009","06:59:00","18:44:00"
"4294","oran","2020-10-03","2020","10","21","19","41","19","2","59","9.875","33","23","15","1013","06:59:00","18:43:00"
"4295","oran","2020-10-04","2020","10","23","16","26","16","0","49","10","2","25","11","1013","07:00:00","18:41:00"
"4296","oran","2020-10-05","2020","10","23","18","37","18","0","69","10","24","25","15","1020","07:01:00","18:40:00"
"4297","oran","2020-10-06","2020","10","25","19","14","19","0","66","10","1","25","15","1022","07:02:00","18:39:00"
"4298","oran","2020-10-07","2020","10","28","19","13","19","0","49","10","1","27","13","1022","07:03:00","18:37:00"
"4299","oran","2020-10-08","2020","10","29","21","18","21","0","56","10","0","30","16","1021","07:03:00","18:36:00"
"4300","oran","2020-10-09","2020","10","26","19","15","19","0","91","10","15","27","18","1021","07:04:00","18:34:00"
"4301","oran","2020-10-10","2020","10","26","19","15","19","0","92","10","10","27","18","1021","07:05:00","18:33:00"
"4302","oran","2020-10-11","2020","10","23","19","19","19","1","91","10","43","25","18","1021","07:06:00","18:32:00"
"4303","oran","2020-10-12","2020","10","21","17","14","17","0","72","10","16","23","16","1022","07:07:00","18:30:00"
"4304","oran","2020-10-13","2020","10","26","17","10","17","0","61","10","0","25","11","1020","07:08:00","18:29:00"
"4305","oran","2020-10-14","2020","10","24","17","44","17","0","69","10","4","25","13","1013","07:09:00","18:28:00"
"4306","oran","2020-10-15","2020","10","21","17","22","17","1","75","9.875","54","23","14","1017","07:09:00","18:26:00"
"4307","oran","2020-10-16","2020","10","23","16","12","16","0","69","10","4","24","12","1018","07:10:00","18:25:00"
"4308","oran","2020-10-17","2020","10","23","15","12","15","0","67","10","17","24","11","1018","07:11:00","18:24:00"
"4309","oran","2020-10-18","2020","10","24","17","21","17","0","65","10","1","25","12","1020","07:12:00","18:22:00"
"4310","oran","2020-10-19","2020","10","26","17","12","17","0","70","10","5","25","13","1020","07:13:00","18:21:00"
"4311","oran","2020-10-20","2020","10","31","21","30","21","0","36","10","5","29","9","1018","07:14:00","18:20:00"
"4312","oran","2020-10-21","2020","10","27","21","14","21","0","54","10","22","27","12","1014","07:15:00","18:19:00"
"4313","oran","2020-10-22","2020","10","27","19","18","19","1","72","9.375","40","27","15","1019","07:16:00","18:18:00"
"4314","oran","2020-10-23","2020","10","22","19","11","19","1","78","9.625","59","25","15","1024","07:17:00","18:16:00"
"4315","oran","2020-10-24","2020","10","22","17","14","17","0","84","10","10","25","15","1026","07:18:00","18:15:00"
"4316","oran","2020-10-25","2020","10","23","17","19","17","0","77","10","0","25","14","1024","07:19:00","18:14:00"
"4317","oran","2020-10-26","2020","10","20","16","40","16","1","81","10","37","20","13","1020","07:19:00","18:13:00"
"4318","oran","2020-10-27","2020","10","20","14","15","13","0","67","10","19","20","9","1021","07:20:00","18:12:00"
"4319","oran","2020-10-28","2020","10","22","14","8","14","0","72","10","9","24","9","1023","07:21:00","18:11:00"
"4320","oran","2020-10-29","2020","10","24","15","17","16","0","59","10","14","25","12","1025","07:22:00","18:10:00"
"4321","oran","2020-10-30","2020","10","27","19","16","19","0","52","10","0","26","14","1025","07:23:00","18:09:00"
"4322","oran","2020-10-31","2020","10","25","17","10","17","0","53","10","19","25","15","1024","07:24:00","18:08:00"
"4323","oran","2020-11-01","2020","11","25","17","10","17","0","88","10","9","26","16","1024","07:25:00","18:07:00"
"4324","oran","2020-11-02","2020","11","27","18","10","18","0","67","10","0","26","13","1023","07:26:00","18:06:00"
"4325","oran","2020-11-03","2020","11","25","17","11","17","0","65","10","6","25","14","1022","07:27:00","18:05:00"
"4326","oran","2020-11-04","2020","11","22","18","13","18","1","84","10","36","25","15","1021","07:28:00","18:04:00"
"4327","oran","2020-11-05","2020","11","25","19","21","19","1","46","9.875","48","25","12","1017","07:29:00","18:03:00"
"4328","oran","2020-11-06","2020","11","31","24","41","24","0","29","10","44","29","7","1018","07:30:00","18:02:00"
"4329","oran","2020-11-07","2020","11","25","18","15","18","4","72","9.875","47","25","14","1023","07:31:00","18:01:00"
"4330","oran","2020-11-08","2020","11","23","18","13","18","0","73","10","32","25","15","1023","07:32:00","18:00:00"
"4331","oran","2020-11-09","2020","11","22","17","12","17","0","87","10","7","25","15","1023","07:33:00","18:00:00"
"4332","oran","2020-11-10","2020","11","21","16","16","16","0","88","10","8","23","15","1024","07:34:00","17:59:00"
"4333","oran","2020-11-11","2020","11","21","15","16","15","0","89","10","15","24","15","1024","07:35:00","17:58:00"
"4334","oran","2020-11-12","2020","11","23","15","15","15","0","90","10","31","25","15","1022","07:36:00","17:57:00"
"4335","oran","2020-11-13","2020","11","22","16","10","16","0","79","10","52","25","14","1021","07:37:00","17:57:00"
"4336","oran","2020-11-14","2020","11","21","17","13","17","0","83","10","55","23","16","1022","07:38:00","17:56:00"
"4337","oran","2020-11-15","2020","11","23","16","11","16","1","90","9.875","31","25","16","1024","07:39:00","17:55:00"
"4338","oran","2020-11-16","2020","11","25","19","20","19","0","56","10","11","25","15","1024","07:40:00","17:55:00"
"4339","oran","2020-11-17","2020","11","23","17","11","17","0","84","10","6","25","16","1026","07:41:00","17:54:00"
"4340","oran","2020-11-18","2020","11","21","17","15","17","0","87","10","1","23","17","1027","07:42:00","17:54:00"
"4341","oran","2020-11-19","2020","11","20","15","18","16","0","88","10","0","20","14","1028","07:43:00","17:53:00"
"4342","oran","2020-11-20","2020","11","19","14","13","15","0","86","10","9","19","13","1028","07:44:00","17:53:00"
"4343","oran","2020-11-21","2020","11","18","14","27","14","1","86","10","28","18","13","1028","07:45:00","17:52:00"
"4344","oran","2020-11-22","2020","11","16","11","13","11","0","75","10","25","16","7","1028","07:46:00","17:52:00"
"4345","oran","2020-11-23","2020","11","18","10","11","10","0","77","10","9","18","8","1028","07:47:00","17:51:00"
"4346","oran","2020-11-24","2020","11","19","12","6","12","0","71","10","26","19","8","1027","07:48:00","17:51:00"
"4347","oran","2020-11-25","2020","11","21","12","9","12","0","48","10","17","22","4","1021","07:49:00","17:51:00"
"4348","oran","2020-11-26","2020","11","22","17","28","17","1","34","8.875","82","24","7","1013","07:50:00","17:50:00"
"4349","oran","2020-11-27","2020","11","18","14","18","13","11","73","9.375","77","18","10","1007","07:51:00","17:50:00"
"4350","oran","2020-11-28","2020","11","16","13","39","11","2","68","9.75","71","16","11","1011","07:52:00","17:50:00"
"4351","oran","2020-11-29","2020","11","20","14","11","13","1","79","9.75","31","20","11","1017","07:52:00","17:50:00"
"4352","oran","2020-11-30","2020","11","23","14","10","13","0","61","10","8","24","10","1020","07:53:00","17:49:00"
"4353","oran","2020-12-01","2020","12","19","15","17","15","0","56","10","10","19","13","1021","07:54:00","17:49:00"
"4354","oran","2020-12-02","2020","12","18","14","15","14","1","81","9.875","35","18","13","1017","07:55:00","17:49:00"
"4355","oran","2020-12-03","2020","12","17","11","13","10","0","65","10","19","17","8","1016","07:56:00","17:49:00"
"4356","oran","2020-12-04","2020","12","17","14","49","12","8","69","9.75","73","17","10","1009","07:57:00","17:49:00"
"4357","oran","2020-12-05","2020","12","12","11","41","7","19","63","8.375","70","12","8","1011","07:58:00","17:49:00"
"4358","oran","2020-12-06","2020","12","13","10","42","6","5","70","9.5","79","13","5","1015","07:59:00","17:49:00"
"4359","oran","2020-12-07","2020","12","15","12","41","9","3","76","10","81","15","11","1016","07:59:00","17:49:00"
"4360","oran","2020-12-08","2020","12","17","15","64","13","3","72","9.75","49","17","10","1015","08:00:00","17:49:00"
"4361","oran","2020-12-09","2020","12","14","11","32","10","2","66","9.75","52","14","7","1022","08:01:00","17:49:00"
"4362","oran","2020-12-10","2020","12","16","13","49","11","3","85","9.875","72","16","13","1021","08:02:00","17:49:00"
"4363","oran","2020-12-11","2020","12","19","16","55","16","2","89","10","72","19","15","1016","08:02:00","17:50:00"
"4364","oran","2020-12-12","2020","12","18","17","50","17","1","83","10","64","18","15","1017","08:03:00","17:50:00"
"4365","oran","2020-12-13","2020","12","19","15","18","15","2","92","10","59","19","16","1016","08:04:00","17:50:00"
"4366","oran","2020-12-14","2020","12","18","15","21","15","0","81","10","43","18","13","1015","08:04:00","17:50:00"
"4367","oran","2020-12-15","2020","12","19","15","9","15","0","84","10","18","19","13","1019","08:05:00","17:51:00"
"4368","oran","2020-12-16","2020","12","21","15","7","15","0","86","10","5","23","14","1019","08:06:00","17:51:00"
"4369","oran","2020-12-17","2020","12","16","14","14","14","6","83","9.625","54","16","12","1023","08:06:00","17:51:00"
"4370","oran","2020-12-18","2020","12","16","12","9","13","3","92","9.875","74","16","12","1023","08:07:00","17:52:00"
"4371","oran","2020-12-19","2020","12","18","13","8","13","0","88","10","22","18","12","1022","08:07:00","17:52:00"
"4372","oran","2020-12-20","2020","12","16","13","17","12","4","84","9.375","73","16","12","1026","08:08:00","17:53:00"
"4373","oran","2020-12-21","2020","12","18","12","5","13","1","88","10","27","18","11","1029","08:09:00","17:53:00"
"4374","oran","2020-12-22","2020","12","20","12","8","12","0","72","10","5","20","11","1028","08:09:00","17:54:00"
"4375","oran","2020-12-23","2020","12","21","14","9","14","0","50","10","2","23","10","1026","08:09:00","17:54:00"
"4376","oran","2020-12-24","2020","12","19","13","8","13","0","70","10","4","19","13","1024","08:10:00","17:55:00"
"4377","oran","2020-12-25","2020","12","16","13","9","13","1","85","10","30","16","12","1021","08:10:00","17:55:00"
"4378","oran","2020-12-26","2020","12","12","10","21","7","1","72","9","57","12","7","1025","08:11:00","17:56:00"
"4379","oran","2020-12-27","2020","12","14","8","14","6","0","57","10","0","14","2","1024","08:11:00","17:57:00"
"4380","oran","2020-12-28","2020","12","15","11","51","8","0","76","10","13","15","8","1010","08:11:00","17:57:00"
"4381","oran","2020-12-29","2020","12","13","12","41","10","2","79","10","73","13","9","1011","08:12:00","17:58:00"
"4382","oran","2020-12-30","2020","12","12","10","12","8","3","67","9.625","57","12","7","1019","08:12:00","17:59:00"
"4383","oran","2020-12-31","2020","12","13","9","24","8","0","69","10","14","13","5","1019","08:12:00","17:59:00"
"4384","tlemcen","2010-01-01","2010","01","13","12","21","10","1","79","10","72","13","9","1019","08:13:00","18:05:00"
"4385","tlemcen","2010-01-02","2010","01","19","12","9","11","0","61","10","3","19","8","1021","08:13:00","18:05:00"
"4386","tlemcen","2010-01-03","2010","01","19","14","12","13","0","39","10","16","19","4","1021","08:13:00","18:06:00"
"4387","tlemcen","2010-01-04","2010","01","22","16","29","16","0","35","10","11","23","10","1017","08:13:00","18:07:00"
"4388","tlemcen","2010-01-05","2010","01","14","13","33","11","1","68","10","44","15","8","1007","08:13:00","18:08:00"
"4389","tlemcen","2010-01-06","2010","01","14","12","17","10","2","85","10","67","14","9","1009","08:13:00","18:09:00"
"4390","tlemcen","2010-01-07","2010","01","15","13","30","11","1","65","9.125","38","15","7","1006","08:13:00","18:10:00"
"4391","tlemcen","2010-01-08","2010","01","8","6","42","0","2","69","9.75","52","8","4","1015","08:13:00","18:10:00"
"4392","tlemcen","2010-01-09","2010","01","7","5","27","0","1","65","10","62","7","1","1020","08:13:00","18:11:00"
"4393","tlemcen","2010-01-10","2010","01","12","7","12","4","1","62","9.375","25","12","7","1021","08:13:00","18:12:00"
"4394","tlemcen","2010-01-11","2010","01","14","12","26","9","1","71","10","48","14","9","1023","08:13:00","18:13:00"
"4395","tlemcen","2010-01-12","2010","01","18","13","17","12","1","69","9.375","54","18","8","1024","08:13:00","18:14:00"
"4396","tlemcen","2010-01-13","2010","01","15","13","17","11","2","82","8.625","69","15","11","1020","08:13:00","18:15:00"
"4397","tlemcen","2010-01-14","2010","01","16","13","36","11","4","91","9.875","59","16","13","1020","08:13:00","18:16:00"
"4398","tlemcen","2010-01-15","2010","01","14","11","18","9","1","74","9","36","14","8","1026","08:12:00","18:17:00"
"4399","tlemcen","2010-01-16","2010","01","19","13","11","12","0","43","10","8","19","7","1026","08:12:00","18:18:00"
"4400","tlemcen","2010-01-17","2010","01","21","15","12","14","0","36","10","15","21","3","1026","08:12:00","18:19:00"
"4401","tlemcen","2010-01-18","2010","01","22","16","12","16","0","44","10","5","23","6","1024","08:12:00","18:20:00"
"4402","tlemcen","2010-01-19","2010","01","19","14","12","15","1","57","10","20","19","6","1024","08:11:00","18:21:00"
"4403","tlemcen","2010-01-20","2010","01","16","13","19","12","0","70","10","22","16","8","1023","08:11:00","18:22:00"
"4404","tlemcen","2010-01-21","2010","01","16","13","10","12","0","67","10","20","16","8","1023","08:10:00","18:23:00"
"4405","tlemcen","2010-01-22","2010","01","18","12","10","12","0","69","10","12","18","7","1023","08:10:00","18:24:00"
"4406","tlemcen","2010-01-23","2010","01","17","12","10","13","1","56","9.875","14","17","8","1017","08:09:00","18:25:00"
"4407","tlemcen","2010-01-24","2010","01","14","12","5","11","2","70","9.875","65","14","9","1017","08:09:00","18:26:00"
"4408","tlemcen","2010-01-25","2010","01","11","10","19","8","1","93","9.875","94","11","9","1018","08:08:00","18:27:00"
"4409","tlemcen","2010-01-26","2010","01","11","10","8","10","2","80","8.75","74","12","8","1014","08:08:00","18:28:00"
"4410","tlemcen","2010-01-27","2010","01","11","9","20","7","2","88","8.625","67","11","9","1014","08:07:00","18:29:00"
"4411","tlemcen","2010-01-28","2010","01","13","9","13","7","1","74","9.875","24","13","7","1017","08:07:00","18:30:00"
"4412","tlemcen","2010-01-29","2010","01","12","9","26","7","0","64","10","7","13","6","1015","08:06:00","18:31:00"
"4413","tlemcen","2010-01-30","2010","01","11","9","23","6","1","82","8","70","11","7","1013","08:05:00","18:32:00"
"4414","tlemcen","2010-01-31","2010","01","14","10","19","8","0","66","10","6","14","6","1014","08:05:00","18:33:00"
"4415","tlemcen","2010-02-01","2010","02","13","11","10","11","0","75","10","39","13","7","1022","08:04:00","18:34:00"
"4416","tlemcen","2010-02-02","2010","02","17","11","12","11","0","69","10","13","17","7","1023","08:03:00","18:35:00"
"4417","tlemcen","2010-02-03","2010","02","17","12","11","11","0","62","10","24","17","10","1021","08:02:00","18:36:00"
"4418","tlemcen","2010-02-04","2010","02","18","17","34","17","1","66","9.875","55","18","12","1020","08:02:00","18:37:00"
"4419","tlemcen","2010-02-05","2010","02","18","14","16","13","0","65","10","16","18","11","1025","08:01:00","18:38:00"
"4420","tlemcen","2010-02-06","2010","02","18","13","16","12","0","70","10","8","18","10","1026","08:00:00","18:39:00"
"4421","tlemcen","2010-02-07","2010","02","20","15","10","15","0","39","10","12","20","5","1020","07:59:00","18:40:00"
"4422","tlemcen","2010-02-08","2010","02","18","15","20","14","2","57","9.375","40","18","10","1012","07:58:00","18:41:00"
"4423","tlemcen","2010-02-09","2010","02","12","10","35","7","4","84","9","61","12","9","1008","07:57:00","18:42:00"
"4424","tlemcen","2010-02-10","2010","02","12","10","24","7","0","86","10","72","12","9","1011","07:56:00","18:43:00"
"4425","tlemcen","2010-02-11","2010","02","13","10","31","7","4","92","9.875","87","13","9","1010","07:56:00","18:44:00"
"4426","tlemcen","2010-02-12","2010","02","13","10","6","9","1","87","9.875","72","14","8","1011","07:55:00","18:45:00"
"4427","tlemcen","2010-02-13","2010","02","13","10","13","10","10","91","7.5","62","13","9","1006","07:54:00","18:46:00"
"4428","tlemcen","2010-02-14","2010","02","14","10","6","10","1","75","10","36","14","7","1010","07:53:00","18:47:00"
"4429","tlemcen","2010-02-15","2010","02","14","11","15","9","2","82","9.25","60","14","10","1002","07:52:00","18:48:00"
"4430","tlemcen","2010-02-16","2010","02","17","12","25","9","0","62","10","28","17","7","998","07:50:00","18:49:00"
"4431","tlemcen","2010-02-17","2010","02","16","14","26","12","0","61","10","22","16","8","1006","07:49:00","18:50:00"
"4432","tlemcen","2010-02-18","2010","02","22","16","28","16","1","59","9.5","34","24","10","1007","07:48:00","18:51:00"
"4433","tlemcen","2010-02-19","2010","02","15","12","42","9","1","77","9.875","41","15","8","1012","07:47:00","18:52:00"
"4434","tlemcen","2010-02-20","2010","02","13","9","20","7","1","68","9.875","35","13","6","1016","07:46:00","18:53:00"
"4435","tlemcen","2010-02-21","2010","02","15","12","25","10","1","69","9.25","32","15","10","1013","07:45:00","18:54:00"
"4436","tlemcen","2010-02-22","2010","02","20","16","25","16","0","53","10","23","20","9","1012","07:44:00","18:54:00"
"4437","tlemcen","2010-02-23","2010","02","17","15","24","16","1","66","10","37","17","11","1018","07:43:00","18:55:00"
"4438","tlemcen","2010-02-24","2010","02","19","15","19","15","0","53","10","9","19","8","1021","07:41:00","18:56:00"
"4439","tlemcen","2010-02-25","2010","02","21","17","19","17","0","48","10","18","23","9","1019","07:40:00","18:57:00"
"4440","tlemcen","2010-02-26","2010","02","21","18","10","18","0","53","10","20","24","10","1016","07:39:00","18:58:00"
"4441","tlemcen","2010-02-27","2010","02","31","21","28","21","0","29","10","26","29","7","1013","07:38:00","18:59:00"
"4442","tlemcen","2010-02-28","2010","02","15","12","9","12","4","95","7.625","47","15","12","1013","07:36:00","19:00:00"
"4443","tlemcen","2010-03-01","2010","03","17","13","14","12","0","66","10","5","17","10","1021","07:35:00","19:01:00"
"4444","tlemcen","2010-03-02","2010","03","17","13","19","13","6","85","9.5","43","17","13","1017","07:34:00","19:02:00"
"4445","tlemcen","2010-03-03","2010","03","17","13","24","11","3","60","8.875","23","17","13","1014","07:33:00","19:03:00"
"4446","tlemcen","2010-03-04","2010","03","18","14","18","12","0","63","9","27","18","10","1017","07:31:00","19:04:00"
"4447","tlemcen","2010-03-05","2010","03","20","15","13","15","0","61","10","20","20","10","1017","07:30:00","19:04:00"
"4448","tlemcen","2010-03-06","2010","03","16","13","16","13","2","76","9.75","57","16","11","1011","07:29:00","19:05:00"
"4449","tlemcen","2010-03-07","2010","03","14","11","10","10","2","86","7.25","66","14","10","1014","07:27:00","19:06:00"
"4450","tlemcen","2010-03-08","2010","03","14","12","26","9","3","84","9.875","78","14","10","1012","07:26:00","19:07:00"
"4451","tlemcen","2010-03-09","2010","03","13","7","10","6","15","95","8.125","77","13","11","1013","07:25:00","19:08:00"
"4452","tlemcen","2010-03-10","2010","03","13","9","18","7","0","78","10","20","13","6","1015","07:23:00","19:09:00"
"4453","tlemcen","2010-03-11","2010","03","13","9","7","8","3","87","8.875","41","13","9","1015","07:22:00","19:10:00"
"4454","tlemcen","2010-03-12","2010","03","13","11","25","10","0","88","10","43","13","10","1021","07:21:00","19:10:00"
"4455","tlemcen","2010-03-13","2010","03","12","10","16","8","0","75","10","31","12","6","1025","07:19:00","19:11:00"
"4456","tlemcen","2010-03-14","2010","03","14","11","16","11","0","64","10","24","14","5","1025","07:18:00","19:12:00"
"4457","tlemcen","2010-03-15","2010","03","15","10","15","8","0","54","10","14","15","4","1026","07:16:00","19:13:00"
"4458","tlemcen","2010-03-16","2010","03","21","14","12","13","0","48","10","4","24","9","1023","07:15:00","19:14:00"
"4459","tlemcen","2010-03-17","2010","03","22","16","14","17","0","53","10","10","24","10","1027","07:14:00","19:15:00"
"4460","tlemcen","2010-03-18","2010","03","21","16","10","16","0","41","10","21","21","7","1028","07:12:00","19:15:00"
"4461","tlemcen","2010-03-19","2010","03","24","15","11","15","1","71","9.875","22","24","10","1028","07:11:00","19:16:00"
"4462","tlemcen","2010-03-20","2010","03","25","17","13","17","1","56","9.375","44","25","12","1026","07:09:00","19:17:00"
"4463","tlemcen","2010-03-21","2010","03","19","14","7","15","0","62","10","51","19","11","1022","07:08:00","19:18:00"
"4464","tlemcen","2010-03-22","2010","03","20","16","13","16","0","62","9","11","20","9","1023","07:07:00","19:19:00"
"4465","tlemcen","2010-03-23","2010","03","22","17","17","17","0","52","10","46","24","9","1021","07:05:00","19:19:00"
"4466","tlemcen","2010-03-24","2010","03","20","19","14","19","1","61","10","24","20","12","1012","07:04:00","19:20:00"
"4467","tlemcen","2010-03-25","2010","03","22","18","16","18","0","68","6.75","25","24","12","1017","07:02:00","19:21:00"
"4468","tlemcen","2010-03-26","2010","03","20","17","17","17","0","68","8","11","20","11","1023","07:01:00","19:22:00"
"4469","tlemcen","2010-03-27","2010","03","20","16","10","16","0","61","10","13","20","10","1025","07:00:00","19:23:00"
"4470","tlemcen","2010-03-28","2010","03","25","21","14","21","0","44","10","17","25","12","1023","06:58:00","19:23:00"
"4471","tlemcen","2010-03-29","2010","03","23","17","21","17","0","68","10","13","24","12","1018","06:57:00","19:24:00"
"4472","tlemcen","2010-03-30","2010","03","17","13","22","12","0","74","10","17","17","10","1019","06:55:00","19:25:00"
"4473","tlemcen","2010-03-31","2010","03","17","14","13","13","0","57","10","20","17","7","1020","06:54:00","19:26:00"
"4474","tlemcen","2010-04-01","2010","04","17","14","17","13","0","54","10","3","17","8","1019","06:52:00","19:27:00"
"4475","tlemcen","2010-04-02","2010","04","19","16","16","16","0","49","10","5","19","8","1021","06:51:00","19:27:00"
"4476","tlemcen","2010-04-03","2010","04","20","18","14","18","0","48","10","6","21","10","1018","06:50:00","19:28:00"
"4477","tlemcen","2010-04-04","2010","04","17","15","17","13","0","61","10","13","17","8","1023","06:48:00","19:29:00"
"4478","tlemcen","2010-04-05","2010","04","21","17","19","17","1","52","10","39","21","7","1024","06:47:00","19:30:00"
"4479","tlemcen","2010-04-06","2010","04","22","19","21","19","0","55","9","27","24","13","1016","06:46:00","19:31:00"
"4480","tlemcen","2010-04-07","2010","04","20","16","13","16","0","65","6","13","20","11","1018","06:44:00","19:31:00"
"4481","tlemcen","2010-04-08","2010","04","20","16","24","16","0","56","9","14","20","10","1021","06:43:00","19:32:00"
"4482","tlemcen","2010-04-09","2010","04","20","16","27","16","0","41","10","21","20","8","1022","06:41:00","19:33:00"
"4483","tlemcen","2010-04-10","2010","04","21","17","23","17","0","45","10","14","21","9","1021","06:40:00","19:34:00"
"4484","tlemcen","2010-04-11","2010","04","22","16","18","16","1","70","8.625","44","24","12","1013","06:39:00","19:35:00"
"4485","tlemcen","2010-04-12","2010","04","20","18","16","18","0","67","5.75","29","20","12","1008","06:37:00","19:35:00"
