"id","ville","date_mesure","Annee","MoisMesure","Temperature_maximale°","Temperature_minimale°","Vitesse_de_vent_km_h","Temperatur_de_vent°","Precipitation_mm","Humidite_en_pourcentage","Visibilite_km","Couverture_nuageuse_en_pourcentage","indice_chaleur","Point_rosee_°C","Pression_hPa","lever_soleil","coucher_soleil"
"255","oran","2009-09-13","2009","09","29","26","15","28","0","45","10","14","30","17","1017","06:43:00","19:13:00"
"256","oran","2009-09-14","2009","09","28","26","22","26","0","52","9.875","26","28","17","1015","06:44:00","19:11:00"
"257","oran","2009-09-15","2009","09","26","25","23","25","2","52","10","25","26","16","1012","06:45:00","19:10:00"
"258","oran","2009-09-16","2009","09","25","23","24","23","3","60","9.75","37","26","16","1012","06:46:00","19:08:00"
"259","oran","2009-09-17","2009","09","25","21","12","22","1","68","10","40","26","16","1015","06:47:00","19:07:00"
"260","oran","2009-09-18","2009","09","25","23","22","23","1","58","10","16","26","16","1019","06:47:00","19:05:00"
"261","oran","2009-09-19","2009","09","25","23","26","23","1","59","9.875","10","26","15","1022","06:48:00","19:04:00"
"262","oran","2009-09-20","2009","09","25","22","12","24","0","53","10","18","26","16","1022","06:49:00","19:02:00"
"263","oran","2009-09-21","2009","09","26","23","16","23","1","56","10","12","26","17","1021","06:50:00","19:01:00"
"264","oran","2009-09-22","2009","09","25","23","19","23","2","61","10","21","26","17","1020","06:50:00","18:59:00"
"265","oran","2009-09-23","2009","09","27","23","13","24","2","62","9.875","51","28","16","1020","06:51:00","18:58:00"
"266","oran","2009-09-24","2009","09","26","23","19","24","0","61","10","9","27","18","1021","06:52:00","18:56:00"
"267","oran","2009-09-25","2009","09","29","25","16","27","0","49","10","3","30","19","1021","06:53:00","18:55:00"
"268","oran","2009-09-26","2009","09","24","21","21","21","5","56","9.625","36","25","15","1018","06:53:00","18:53:00"
"269","oran","2009-09-27","2009","09","23","20","11","21","3","71","9.625","35","25","18","1017","06:54:00","18:52:00"
"270","oran","2009-09-28","2009","09","26","22","12","22","0","67","9.75","29","27","17","1016","06:55:00","18:51:00"
"271","oran","2009-09-29","2009","09","28","23","17","24","0","52","10","14","29","16","1017","06:56:00","18:49:00"
"272","oran","2009-09-30","2009","09","26","25","15","25","0","56","10","13","27","18","1018","06:57:00","18:48:00"
"273","oran","2009-10-01","2009","10","26","23","18","23","0","62","10","24","27","18","1019","06:57:00","18:46:00"
"274","oran","2009-10-02","2009","10","27","24","21","24","1","62","10","15","28","16","1019","06:58:00","18:45:00"
"275","oran","2009-10-03","2009","10","29","25","13","26","0","48","10","8","29","15","1019","06:59:00","18:43:00"
"276","oran","2009-10-04","2009","10","31","26","15","29","0","46","10","1","34","18","1019","07:00:00","18:42:00"
"277","oran","2009-10-05","2009","10","33","27","17","30","0","42","10","0","36","17","1018","07:01:00","18:40:00"
"278","oran","2009-10-06","2009","10","31","28","14","29","0","35","10","3","34","20","1019","07:02:00","18:39:00"
"279","oran","2009-10-07","2009","10","31","27","14","30","0","40","10","3","31","19","1019","07:02:00","18:38:00"
"280","oran","2009-10-08","2009","10","29","26","14","26","0","60","10","9","30","19","1018","07:03:00","18:36:00"
"281","oran","2009-10-09","2009","10","28","25","15","26","0","68","9.875","8","29","19","1018","07:04:00","18:35:00"
"282","oran","2009-10-10","2009","10","27","24","17","26","0","59","10","10","28","18","1019","07:05:00","18:33:00"
"283","oran","2009-10-11","2009","10","27","24","23","25","0","63","10","8","27","19","1019","07:06:00","18:32:00"
"284","oran","2009-10-12","2009","10","27","23","17","25","0","55","10","2","27","17","1019","07:07:00","18:31:00"
"285","oran","2009-10-13","2009","10","27","23","22","24","0","47","10","0","28","16","1018","07:07:00","18:29:00"
"286","oran","2009-10-14","2009","10","27","23","19","25","0","41","10","2","26","14","1017","07:08:00","18:28:00"
"287","oran","2009-10-15","2009","10","26","23","13","26","0","45","10","4","26","16","1015","07:09:00","18:27:00"
"288","oran","2009-10-16","2009","10","26","22","22","23","0","52","10","21","26","14","1019","07:10:00","18:25:00"
"289","oran","2009-10-17","2009","10","25","21","16","22","0","42","10","2","26","11","1019","07:11:00","18:24:00"
"290","oran","2009-10-18","2009","10","25","22","18","25","0","44","10","1","27","15","1015","07:12:00","18:23:00"
"291","oran","2009-10-19","2009","10","24","21","21","21","0","44","10","15","25","13","1015","07:13:00","18:22:00"
"292","oran","2009-10-20","2009","10","27","22","13","24","1","36","10","16","26","12","1011","07:14:00","18:20:00"
"293","oran","2009-10-21","2009","10","22","19","24","19","3","67","9.875","44","25","13","1011","07:15:00","18:19:00"
"294","oran","2009-10-22","2009","10","25","22","44","22","1","66","10","30","26","16","1015","07:15:00","18:18:00"
"295","oran","2009-10-23","2009","10","23","21","14","22","0","58","10","5","25","15","1021","07:16:00","18:17:00"
"296","oran","2009-10-24","2009","10","27","23","13","24","0","41","10","3","28","13","1021","07:17:00","18:16:00"
"297","oran","2009-10-25","2009","10","27","24","12","26","0","39","10","3","27","14","1019","07:18:00","18:15:00"
"298","oran","2009-10-26","2009","10","26","23","16","23","0","53","10","8","27","15","1018","07:19:00","18:13:00"
"299","oran","2009-10-27","2009","10","27","23","19","24","0","51","10","5","27","16","1018","07:20:00","18:12:00"
"300","oran","2009-10-28","2009","10","26","23","18","25","0","58","10","0","27","18","1020","07:21:00","18:11:00"
"301","oran","2009-10-29","2009","10","26","22","10","26","0","54","10","0","28","18","1021","07:22:00","18:10:00"
"303","oran","2009-10-30","2009","10","27","24","11","25","0","39","10","5","27","13","1022","07:23:00","18:09:00"
"304","oran","2009-10-31","2009","10","27","24","12","25","0","43","10","5","27","13","1025","07:24:00","18:08:00"
"305","oran","2009-11-01","2009","11","27","23","9","24","0","51","10","15","28","14","1024","07:25:00","18:07:00"
"306","oran","2009-11-02","2009","11","26","23","32","23","0","57","10","8","26","17","1018","07:26:00","18:06:00"
"307","oran","2009-11-03","2009","11","23","21","24","21","0","62","10","3","25","16","1017","07:27:00","18:05:00"
"308","oran","2009-11-04","2009","11","23","22","40","22","0","53","10","3","25","14","1013","07:28:00","18:04:00"
"309","oran","2009-11-05","2009","11","22","19","44","19","0","61","10","40","24","15","1015","07:29:00","18:03:00"
"310","oran","2009-11-06","2009","11","18","16","32","17","1","65","10","41","18","12","1018","07:30:00","18:02:00"
"311","oran","2009-11-07","2009","11","21","18","40","19","1","69","10","28","24","14","1019","07:31:00","18:02:00"
"312","oran","2009-11-08","2009","11","18","16","37","16","0","70","10","56","18","12","1016","07:32:00","18:01:00"
"313","oran","2009-11-09","2009","11","18","17","31","17","0","45","10","16","18","10","1017","07:33:00","18:00:00"
"314","oran","2009-11-10","2009","11","19","17","17","18","0","47","10","8","19","8","1020","07:34:00","17:59:00"
"315","oran","2009-11-11","2009","11","22","18","12","19","0","44","10","2","24","12","1018","07:35:00","17:58:00"
"316","oran","2009-11-12","2009","11","24","18","10","20","0","42","10","1","27","13","1017","07:36:00","17:58:00"
"317","oran","2009-11-13","2009","11","25","19","9","21","0","33","10","2","27","9","1020","07:37:00","17:57:00"
"318","oran","2009-11-14","2009","11","28","21","13","21","0","32","10","5","27","8","1021","07:38:00","17:56:00"
"319","oran","2009-11-15","2009","11","28","21","13","22","0","31","10","22","27","7","1021","07:39:00","17:56:00"
"320","oran","2009-11-16","2009","11","27","21","12","22","0","27","10","8","29","8","1020","07:40:00","17:55:00"
"321","oran","2009-11-17","2009","11","26","22","15","22","0","30","10","38","25","6","1019","07:41:00","17:54:00"
"322","oran","2009-11-18","2009","11","25","22","10","22","0","33","10","37","25","10","1021","07:42:00","17:54:00"
"323","oran","2009-11-19","2009","11","24","19","10","19","1","56","9.875","33","26","13","1022","07:43:00","17:53:00"
"324","oran","2009-11-20","2009","11","23","19","13","20","0","65","10","7","26","14","1027","07:44:00","17:53:00"
"325","oran","2009-11-21","2009","11","25","19","10","19","0","49","10","18","25","12","1028","07:45:00","17:52:00"
"326","oran","2009-11-22","2009","11","23","20","21","20","0","53","10","14","24","12","1028","07:46:00","17:52:00"
"327","oran","2009-11-23","2009","11","21","18","14","18","0","75","10","17","25","14","1030","07:47:00","17:52:00"
"328","oran","2009-11-24","2009","11","22","17","12","19","0","62","10","1","26","13","1029","07:48:00","17:51:00"
"329","oran","2009-11-25","2009","11","23","18","10","19","0","47","10","20","25","8","1025","07:48:00","17:51:00"
"330","oran","2009-11-26","2009","11","21","17","19","18","1","50","10","31","24","10","1024","07:49:00","17:50:00"
"331","oran","2009-11-27","2009","11","21","18","29","18","0","59","10","35","21","11","1021","07:50:00","17:50:00"
"332","oran","2009-11-28","2009","11","20","16","6","18","0","65","10","16","21","11","1022","07:51:00","17:50:00"
"333","oran","2009-11-29","2009","11","24","17","29","18","5","47","9.625","30","24","11","1017","07:52:00","17:50:00"
"334","oran","2009-11-30","2009","11","15","13","42","10","2","66","9.875","45","15","12","1017","07:53:00","17:50:00"
"335","oran","2009-12-01","2009","12","15","13","27","12","0","61","10","8","15","7","1023","07:54:00","17:49:00"
"336","oran","2009-12-02","2009","12","18","14","20","13","0","62","10","14","18","11","1023","07:55:00","17:49:00"
"337","oran","2009-12-03","2009","12","16","15","39","15","0","78","10","60","16","12","1019","07:56:00","17:49:00"
"338","oran","2009-12-04","2009","12","16","14","22","13","0","73","10","6","16","10","1022","07:57:00","17:49:00"
"339","oran","2009-12-05","2009","12","17","14","14","13","0","72","10","5","18","13","1022","07:57:00","17:49:00"
"340","oran","2009-12-06","2009","12","19","14","9","16","0","59","10","0","24","12","1022","07:58:00","17:49:00"
"341","oran","2009-12-07","2009","12","19","15","18","16","0","54","10","5","19","10","1021","07:59:00","17:49:00"
"342","oran","2009-12-08","2009","12","19","15","14","16","0","57","10","14","19","11","1024","08:00:00","17:49:00"
"343","oran","2009-12-09","2009","12","19","15","11","16","0","76","10","18","19","14","1026","08:01:00","17:49:00"
"344","oran","2009-12-10","2009","12","18","15","17","16","0","69","10","4","19","13","1027","08:01:00","17:49:00"
"345","oran","2009-12-11","2009","12","19","14","9","17","0","56","10","3","24","11","1024","08:02:00","17:50:00"
"346","oran","2009-12-12","2009","12","18","15","8","18","0","56","10","9","20","10","1017","08:03:00","17:50:00"
"347","oran","2009-12-13","2009","12","17","13","9","14","0","67","10","59","17","9","1008","08:04:00","17:50:00"
"348","oran","2009-12-14","2009","12","12","11","51","8","7","84","9.75","54","12","8","1003","08:04:00","17:50:00"
"349","oran","2009-12-15","2009","12","12","10","30","9","0","74","10","64","12","7","1014","08:05:00","17:51:00"
"350","oran","2009-12-16","2009","12","18","11","11","10","1","74","10","39","19","12","1015","08:06:00","17:51:00"
"351","oran","2009-12-17","2009","12","19","17","36","17","0","74","10","19","19","12","1014","08:06:00","17:51:00"
"352","oran","2009-12-18","2009","12","21","16","13","16","1","74","10","20","24","12","1014","08:07:00","17:52:00"
"353","oran","2009-12-19","2009","12","16","11","22","8","1","88","9","88","17","11","1007","08:07:00","17:52:00"
"354","oran","2009-12-20","2009","12","14","11","11","10","0","78","10","44","15","8","1015","08:08:00","17:53:00"
"355","oran","2009-12-21","2009","12","23","17","26","17","1","57","10","25","25","11","1012","08:08:00","17:53:00"
"356","oran","2009-12-22","2009","12","20","18","37","18","0","53","9.875","29","20","11","1009","08:09:00","17:54:00"
"357","oran","2009-12-23","2009","12","23","17","30","17","0","59","10","32","25","11","1011","08:09:00","17:54:00"
"358","oran","2009-12-24","2009","12","24","21","37","21","1","61","10","40","25","13","1006","08:10:00","17:55:00"
"359","oran","2009-12-25","2009","12","22","19","17","19","1","56","9.875","23","25","13","1010","08:10:00","17:55:00"
"360","oran","2009-12-26","2009","12","23","20","38","20","3","54","9.75","36","24","13","1011","08:11:00","17:56:00"
"361","oran","2009-12-27","2009","12","18","14","19","12","0","68","10","13","18","11","1023","08:11:00","17:56:00"
"362","oran","2009-12-28","2009","12","22","16","16","16","0","45","10","13","24","7","1020","08:11:00","17:57:00"
"363","oran","2009-12-29","2009","12","26","18","13","19","0","41","10","2","27","9","1018","08:12:00","17:58:00"
"364","oran","2009-12-30","2009","12","23","18","16","19","0","43","10","2","24","13","1014","08:12:00","17:58:00"
"365","oran","2009-12-31","2009","12","19","17","40","17","1","56","10","30","19","12","1010","08:12:00","17:59:00"
"366","oran","2010-01-01","2010","01","14","14","35","11","2","81","10","80","14","11","1018","08:12:00","18:00:00"
"367","oran","2010-01-02","2010","01","18","14","13","13","0","73","10","30","24","13","1021","08:12:00","18:01:00"
"368","oran","2010-01-03","2010","01","19","14","10","15","0","48","10","12","19","8","1021","08:13:00","18:02:00"
"369","oran","2010-01-04","2010","01","23","16","29","17","0","43","10","8","24","11","1017","08:13:00","18:02:00"
"370","oran","2010-01-05","2010","01","16","15","42","13","2","73","9.875","54","16","10","1007","08:13:00","18:03:00"
"371","oran","2010-01-06","2010","01","16","14","31","12","0","74","10","54","16","10","1009","08:13:00","18:04:00"
"372","oran","2010-01-07","2010","01","18","15","38","13","1","62","9.625","28","18","8","1006","08:13:00","18:05:00"
"373","oran","2010-01-08","2010","01","11","8","46","3","2","74","8.875","47","11","5","1012","08:13:00","18:06:00"
"374","oran","2010-01-09","2010","01","10","8","40","4","1","65","10","42","10","2","1019","08:13:00","18:07:00"
"375","oran","2010-01-10","2010","01","13","8","12","7","1","64","9.375","38","14","6","1020","08:13:00","18:07:00"
"376","oran","2010-01-11","2010","01","16","14","43","12","1","69","9.25","46","16","11","1021","08:12:00","18:08:00"
"377","oran","2010-01-12","2010","01","18","15","29","15","1","74","10","57","18","11","1023","08:12:00","18:09:00"
"378","oran","2010-01-13","2010","01","18","15","31","15","1","76","9","51","18","12","1019","08:12:00","18:10:00"
"379","oran","2010-01-14","2010","01","18","16","56","16","1","80","9.75","48","18","14","1018","08:12:00","18:11:00"
"380","oran","2010-01-15","2010","01","16","14","26","12","0","77","10","12","16","10","1026","08:12:00","18:12:00"
"381","oran","2010-01-16","2010","01","19","13","12","12","0","52","10","11","20","9","1026","08:11:00","18:13:00"
"382","oran","2010-01-17","2010","01","21","15","11","15","0","42","10","11","21","7","1025","08:11:00","18:14:00"
"383","oran","2010-01-18","2010","01","22","16","10","18","0","42","10","5","24","9","1024","08:11:00","18:15:00"
"384","oran","2010-01-19","2010","01","20","16","12","17","0","61","10","16","20","10","1023","08:10:00","18:16:00"
"385","oran","2010-01-20","2010","01","17","15","36","15","0","75","10","28","17","12","1023","08:10:00","18:17:00"
"386","oran","2010-01-21","2010","01","17","14","12","14","0","76","10","26","18","10","1024","08:09:00","18:18:00"
"387","oran","2010-01-22","2010","01","18","13","12","13","0","73","10","19","19","9","1023","08:09:00","18:19:00"
"388","oran","2010-01-23","2010","01","18","14","13","15","0","61","10","20","24","11","1017","08:09:00","18:20:00"
"389","oran","2010-01-24","2010","01","18","13","18","12","1","78","10","50","18","11","1017","08:08:00","18:21:00"
